Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Number Households,Median Income,Label
-117.26,33.2,13,3163,725,1675,629,28214,0
-117.27,33.2,34,1852,322,978,332,43542,0
-117.27,33.19,8,973,289,663,209,27240,0
-117.28,33.19,5,2697,639,1633,580,34456,0
-117.25,33.21,9,1944,488,1992,453,20660,0
-117.24,33.21,19,1872,489,1859,446,21875,0
-117.24,33.21,18,1846,419,1581,387,30982,0
-117.24,33.2,25,1631,415,1045,386,24505,0
-117.24,33.2,26,1701,404,989,367,25119,0
-117.25,33.2,22,2361,618,1472,596,20625,0
-117.25,33.2,10,2050,473,1302,471,27961,0
-117.25,33.21,13,1203,292,1035,293,26339,0
-117.23,33.21,21,1934,386,861,381,36181,1
-117.22,33.21,19,4400,828,1901,735,36375,0
-117.22,33.2,31,1736,277,801,292,44844,1
-117.23,33.2,29,3372,720,1770,693,35109,0
-117.23,33.2,21,2284,360,999,356,48929,1
-117.21,33.2,22,3337,518,1288,466,50400,1
-117.22,33.19,16,3004,656,1948,606,27019,1
-117.27,33.18,4,3371,773,1481,627,29133,1
-117.26,33.19,4,2342,595,1518,545,29469,1
-117.26,33.19,2,2629,509,1044,522,42361,0
-117.25,33.19,18,1891,306,830,279,45764,1
-117.24,33.19,19,1569,351,1035,352,29191,0
-117.23,33.19,22,2554,447,1147,422,36346,0
-117.24,33.18,19,3337,565,1646,554,50195,1
-117.3,33.17,6,7880,1533,3760,1460,41807,0
-117.32,33.17,18,2143,299,828,283,42383,1
-117.31,33.17,7,2349,312,809,282,55520,1
-117.31,33.16,4,5846,894,2282,801,55956,1
-117.31,33.16,17,1704,263,781,281,56605,1
-117.29,33.18,15,3780,792,1632,721,27644,0
-117.29,33.18,17,821,176,436,168,31667,0
-117.28,33.18,16,3002,591,842,538,21205,0
-117.28,33.18,14,676,118,384,126,62096,0
-117.26,33.18,9,4540,793,2235,746,45781,1
-117.27,33.15,4,23915,4135,10877,3958,46357,1
-117.29,33.15,11,2560,445,952,448,40625,0
-117.24,33.17,4,9998,1874,3925,1672,42826,1
-117.22,33.17,6,1487,362,810,322,36250,0
-117.23,33.16,4,3066,625,1164,582,40000,1
-117.23,33.16,2,4624,946,2091,808,36736,1
-117.22,33.18,13,4273,886,2328,801,33444,0
-117.21,33.17,16,1787,361,1446,362,37500,0
-117.21,33.19,21,3765,612,1722,593,48152,1
-117.19,33.18,7,3561,722,1921,657,41128,1
-117.21,33.16,13,2937,698,1246,579,26487,0
-117.2,33.16,13,4503,1137,3094,1091,23159,0
-117.2,33.15,11,4091,864,1927,765,30139,0
-117.2,33.14,19,2025,414,1663,403,38147,0
-117.22,33.14,5,4576,848,2314,705,50123,1
-117.21,33.14,12,4839,954,1708,952,28586,0
-117.21,33.13,15,1889,368,754,409,22278,0
-117.17,33.18,25,596,115,426,137,30221,1
-117.18,33.16,15,5923,1206,3943,1006,31793,0
-117.15,33.16,5,4750,962,2726,905,35839,0
-117.14,33.16,16,1660,,733,214,56874,1
-117.13,33.15,15,2241,381,997,390,34833,0
-117.14,33.15,17,1149,182,702,192,55696,0
-117.14,33.15,16,1129,198,758,178,50346,0
-117.15,33.14,15,1070,208,470,217,23062,0
-117.13,33.15,16,3907,671,1759,663,31776,0
-117.13,33.14,16,1649,278,993,277,48526,0
-117.13,33.14,5,2618,539,1320,512,41053,0
-117.12,33.14,16,1710,272,1025,267,41641,0
-117.12,33.14,12,2363,408,1211,396,38967,0
-117.13,33.14,12,2258,456,1147,433,40495,0
-117.19,33.14,12,3652,923,1677,728,23267,0
-117.18,33.15,7,6225,1683,5410,1580,23200,0
-117.21,33.13,19,3068,596,912,554,37750,0
-117.2,33.12,18,4372,736,1473,675,51194,1
-117.21,33.12,4,3261,689,926,561,43672,1
-117.18,33.11,16,3470,601,1197,552,51814,1
-117.25,33.12,8,8552,1437,3335,1323,53110,1
-117.24,33.11,10,3487,545,1410,557,60336,1
-117.23,33.1,4,1862,291,685,248,77450,1
-117.25,33.1,14,3676,720,1176,614,39464,0
-117.26,33.09,22,2398,407,349,169,70423,1
-117.26,33.09,13,3730,761,1335,603,41667,1
-117.23,33.09,7,5320,855,2015,768,63373,1
-117.25,33.08,13,3651,465,1311,435,75402,1
-117.25,33.08,14,7208,1012,3097,1014,66170,1
-117.26,33.08,12,5080,814,1958,716,53905,1
-117.09,33.13,9,5685,1442,3773,1250,30426,0
-117.08,33.14,15,1497,250,827,239,43846,0
-117.08,33.14,11,1430,292,921,294,42357,0
-117.07,33.14,16,2546,429,1683,408,47426,0
-117.07,33.15,17,1893,297,936,287,51842,0
-117.06,33.15,24,2155,379,1158,360,47941,0
-117.11,33.19,15,3154,488,1656,429,50461,1
-117.03,33.18,17,5391,886,2732,830,51771,1
-117.06,33.17,4,5465,974,2844,950,44477,0
-117.1,33.17,12,2465,412,1226,428,54819,0
-117.08,33.16,11,6341,1030,2697,977,48554,1
-117.07,33.15,15,2994,522,1231,503,32024,0
-117.08,33.14,19,2629,494,1444,503,35462,0
-117.09,33.15,13,3958,865,1981,840,34764,0
-117.07,33.13,17,6817,1632,4526,1474,26152,0
-117.07,33.13,33,555,165,612,176,21786,0
-117.06,33.14,27,3819,674,2447,717,38185,0
-117.05,33.13,20,7746,2035,5370,1838,23762,0
-117.04,33.15,15,13814,2888,6583,2789,28247,0
-117.05,33.14,16,4552,1166,2737,1051,22500,0
-117.06,33.13,12,8742,2114,4854,1957,28015,0
-117.08,33.13,17,8466,2628,7014,2267,21437,0
-117.08,33.12,43,107,44,107,48,7054,0
-117.11,33.15,14,8374,1407,2916,1295,47019,0
-117.1,33.15,5,3159,685,1398,581,31467,0
-117.12,33.15,7,2810,464,1564,457,44655,0
-117.14,33.18,11,5546,974,2300,970,37109,0
-117.1,33.14,7,10665,2576,4917,2424,23171,0
-117.11,33.14,10,3208,636,1395,582,34455,0
-117.14,33.12,7,6126,1032,2662,923,49005,1
-117.13,33.13,17,3164,652,1123,699,20820,0
-117.11,33.12,46,52,13,59,13,38750,0
-117.1,33.12,12,961,342,315,201,8130,1
-117.11,33.11,17,2641,627,1167,647,22875,0
-117.14,33.07,12,9302,1603,4074,1504,43513,0
-117.12,33.07,45,1032,235,363,177,36389,0
-117.1,33.07,16,2402,336,1080,365,86803,1
-117.07,33.07,8,2756,343,1045,340,85957,1
-117.1,33.09,5,12045,2162,5640,1997,44375,1
-117.08,33.08,23,3400,501,1383,488,49844,1
-117.09,33.1,21,2876,539,1387,499,38292,0
-117.08,33.09,23,3792,624,1988,658,47566,0
-117.09,33.12,11,567,184,620,163,25284,0
-117.08,33.11,31,1356,324,1301,331,25331,0
-117.08,33.11,28,2094,585,1556,563,22000,0
-117.09,33.11,32,1713,321,891,286,31429,0
-117.08,33.12,37,1060,268,823,229,18363,0
-117.07,33.11,31,2055,473,1326,427,30915,0
-117.08,33.11,31,1832,444,1669,463,22146,0
-117.08,33.12,33,674,208,565,188,18750,0
-117.07,33.12,21,4578,927,2818,900,31458,0
-117.07,33.12,32,2474,499,1224,461,27216,0
-117.07,33.12,12,2453,599,1251,529,24122,0
-117.07,33.11,17,5565,1237,3004,1139,30054,0
-117.06,33.09,11,7483,1276,3516,1261,40484,1
-117.03,33.13,15,7000,1185,3555,1118,47022,0
-116.97,33.13,10,5149,851,2177,783,67957,1
-117.05,33.13,17,2385,372,1118,369,42813,0
-117.05,33.11,18,4393,642,2095,677,54786,1
-117.05,33.13,22,2427,390,1099,362,52323,0
-117.05,33.1,13,5516,746,2119,662,61868,1
-117.03,33.12,25,3142,446,1286,419,54663,1
-117.04,33.09,16,4677,581,1902,566,61834,1
-116.93,33.06,16,3490,545,1628,535,48836,1
-116.89,32.99,14,2816,501,1448,452,50278,1
-116.95,32.96,18,2087,353,992,329,45000,1
-116.84,33.08,15,2755,519,1474,460,40408,1
-116.77,33.08,13,1406,260,737,279,55842,1
-116.78,33,7,12480,1946,5102,1697,55102,1
-116.84,33.01,5,5673,855,2592,797,54155,0
-116.88,33.05,11,7217,1583,4197,1502,28827,0
-116.88,33.02,16,3204,541,1818,529,52596,0
-116.9,33.03,11,3213,634,1975,579,34750,0
-116.86,33.05,17,9044,1689,5030,1596,36348,0
-116.86,33.02,17,401,68,251,69,46518,0
-116.84,33.02,11,1227,202,645,198,56674,1
-116.74,33.33,17,4190,946,1802,673,24744,0
-116.68,33.16,26,1820,374,1001,324,21797,0
-116.6,33.06,23,1731,365,612,258,27813,0
-116.58,33.09,36,992,224,334,126,30089,0
-116.56,33.05,15,1985,361,536,209,41250,0
-116.61,33.04,11,2522,538,616,269,38750,0
-116.66,33.09,24,1378,272,532,188,15909,1
-116.67,32.97,16,349,74,120,43,53590,0
-116.52,32.9,18,4454,852,1754,656,45700,0
-116.34,33.36,24,2746,514,731,295,33214,0
-116.32,33.28,19,1791,367,327,185,33625,0
-116.26,33.07,17,934,284,452,184,19875,0
-116.28,32.84,18,382,128,194,69,25179,0
-116.37,33.19,12,4890,1152,1289,570,25795,0
-116.58,32.69,19,4085,876,2133,718,29190,0
-116.45,32.65,22,2680,643,1644,516,21949,0
-116.35,32.74,16,2595,606,1046,367,17137,0
-116.2,32.64,28,1608,409,567,254,14648,0
-116.75,32.85,17,4863,845,2266,769,42321,1
-116.79,32.84,12,4281,786,1891,721,35769,1
-116.76,32.84,16,3311,702,1627,624,31196,0
-116.77,32.82,16,3688,817,1969,767,28750,1
-116.75,32.82,17,3348,481,1222,443,66361,1
-116.8,32.8,11,3874,565,1672,546,61481,1
-116.62,32.86,18,4115,847,2032,745,40159,0
-116.66,32.79,13,843,,918,152,62152,1
-116.87,32.75,15,2053,321,993,309,55164,1
-116.91,32.73,8,4630,624,2048,575,64745,1
-116.87,32.72,13,3268,491,1431,503,57652,1
-116.89,32.67,9,2652,393,1355,362,62578,1
-116.76,32.74,14,4085,751,2129,688,47367,1
-116.79,32.61,19,2652,520,1421,491,35227,1
-122.41,37.81,25,1178,545,592,441,36728,1
-122.41,37.81,31,3991,1311,2305,1201,18981,1
-122.42,37.81,52,1314,317,473,250,43472,1
-122.42,37.8,52,2852,581,838,510,80755,1
-122.42,37.8,52,4985,1355,1848,1255,49211,1
-122.42,37.8,50,2494,731,958,712,32356,1
-122.42,37.8,52,741,170,277,165,44712,1
-122.41,37.8,52,2583,672,1335,613,31477,1
-122.41,37.8,52,2618,611,1328,559,41607,1
-122.41,37.8,52,3278,775,1279,709,54378,1
-122.41,37.8,52,812,252,629,247,25875,1
-122.41,37.8,52,4088,946,1906,863,36065,1
-122.41,37.8,52,1288,309,437,272,63245,1
-122.4,37.8,52,1860,575,679,448,47750,1
-122.4,37.8,52,2094,568,920,503,42015,1
-122.4,37.81,12,1349,349,536,334,77852,1
-122.41,37.8,52,2450,741,1415,664,28229,1
-122.4,37.8,52,1642,570,1432,513,19063,1
-122.41,37.8,52,1394,395,1700,400,27500,0
-122.41,37.8,52,1724,416,1016,395,33839,1
-122.41,37.8,52,1866,748,2957,710,18295,1
-122.41,37.8,30,1821,738,1648,684,8836,1
-122.41,37.8,52,3697,837,1446,711,58660,1
-122.41,37.8,52,2892,751,1785,733,35746,1
-122.41,37.79,52,3598,1011,2062,966,29871,1
-122.42,37.8,52,2797,685,1156,651,43472,1
-122.42,37.8,52,3823,1040,1830,977,42458,1
-122.42,37.8,52,3321,1115,1576,1034,20987,1
-122.42,37.8,52,1777,486,932,427,33643,1
-122.42,37.8,52,3067,870,2122,850,25603,1
-122.42,37.79,52,3457,1021,2286,994,25650,1
-122.42,37.79,52,3364,1100,2112,1045,21343,1
-122.42,37.79,52,3511,1232,2452,1131,25013,1
-122.41,37.79,52,2909,851,1711,830,30296,1
-122.41,37.79,52,3302,869,1178,727,33681,1
-122.41,37.79,52,2161,544,904,431,35066,1
-122.41,37.8,52,1999,642,1846,620,19145,1
-122.41,37.79,52,2302,938,1515,861,13668,0
-122.41,37.8,52,3260,1535,3260,1457,9000,1
-122.39,37.8,25,4561,1474,1525,1169,45581,1
-122.4,37.79,52,1185,660,1007,623,14552,1
-122.41,37.79,52,1436,738,1688,662,15156,1
-122.41,37.79,52,3610,1286,1504,1047,32059,1
-122.41,37.79,52,6016,2509,3436,2119,25166,1
-122.42,37.79,52,2737,1241,1761,1029,18068,1
-122.41,37.79,52,5783,2747,4518,2538,17240,1
-122.42,37.78,26,812,507,628,445,23304,1
-122.42,37.78,27,1728,884,1211,752,8543,1
-122.43,37.81,39,3275,837,1137,725,37679,1
-122.44,37.8,52,3830,,1310,963,34801,1
-122.44,37.8,52,1724,412,540,319,42857,1
-122.43,37.81,52,4309,942,1297,798,46781,1
-122.45,37.81,52,1375,322,287,184,39028,1
-122.44,37.8,52,2869,594,500,335,50376,1
-122.44,37.8,52,3257,735,1045,620,45523,1
-122.44,37.8,52,1580,470,714,448,32447,1
-122.44,37.8,52,1006,291,445,257,27717,1
-122.44,37.8,52,3149,719,1145,658,46250,1
-122.44,37.8,52,3161,472,842,410,79761,1
-122.44,37.8,52,2865,593,1029,577,52539,1
-122.44,37.8,52,1603,487,727,464,39856,1
-122.43,37.8,52,3172,848,1259,806,41047,1
-122.43,37.8,52,2788,813,1302,764,41990,1
-122.43,37.8,52,2994,821,1240,779,33715,1
-122.43,37.8,52,1976,726,1045,669,36893,1
-122.43,37.8,52,1006,251,349,233,32235,1
-122.43,37.8,52,1380,322,553,288,40417,1
-122.42,37.8,52,2657,772,1014,685,40380,1
-122.43,37.8,52,2696,572,925,552,50365,1
-122.43,37.8,52,2520,649,959,607,57934,1
-122.43,37.8,52,2802,622,954,572,45399,1
-122.42,37.8,52,4079,1112,1466,1024,45913,1
-122.42,37.79,48,4506,1342,1980,1239,40156,1
-122.43,37.79,52,3565,892,1377,852,38068,1
-122.43,37.79,52,3486,847,1248,813,72623,1
-122.43,37.79,52,6186,1566,2065,1374,58543,1
-122.44,37.79,52,1979,359,648,370,53124,1
-122.44,37.79,52,1335,151,402,157,108783,1
-122.44,37.79,52,2045,353,722,327,80755,1
-122.44,37.79,52,1447,186,483,181,150001,1
-122.45,37.79,52,2196,280,668,291,100914,1
-122.45,37.79,52,3069,579,1107,536,55634,1
-122.45,37.79,52,1734,482,731,429,14804,1
-122.45,37.79,52,1457,215,495,208,107097,1
-122.46,37.79,52,899,96,304,110,142959,1
-122.46,37.79,52,2106,373,743,348,52909,1
-122.44,37.79,52,1817,535,800,487,39750,1
-122.44,37.79,52,3640,840,1525,796,44375,1
-122.44,37.79,52,3785,808,1371,799,64209,1
-122.43,37.79,52,3522,938,1319,887,43986,1
-122.43,37.79,52,3219,969,1152,830,42042,1
-122.42,37.79,52,2511,895,1202,804,26607,0
-122.42,37.79,6,670,301,655,284,34423,0
-122.43,37.79,50,3312,1095,1475,997,27165,1
-122.43,37.79,52,3020,842,1294,769,34375,1
-122.43,37.79,25,1637,394,649,379,50049,1
-122.44,37.79,52,1903,461,831,433,44464,1
-122.44,37.79,52,2083,491,1224,483,40882,1
-122.44,37.79,52,1726,384,614,356,36812,1
-122.44,37.78,52,2695,657,1243,573,28569,1
-122.45,37.78,45,2747,699,1320,693,31576,1
-122.45,37.79,46,2009,464,761,453,37188,1
-122.45,37.78,52,3975,716,1515,691,50156,1
-122.43,37.79,24,2459,1001,1362,957,26782,1
-122.43,37.78,10,2380,843,1245,789,13062,1
-122.44,37.78,39,1181,310,901,281,14866,1
-122.45,37.78,52,1345,291,560,294,37159,1
-122.45,37.78,52,2686,606,1392,578,40000,1
-122.46,37.78,47,1682,379,837,375,52806,1
-122.44,37.78,37,1235,314,481,297,36875,1
-122.44,37.78,52,3510,791,1703,657,28654,1
-122.44,37.78,44,1545,334,561,326,38750,1
-122.45,37.78,43,1452,397,897,393,41319,1
-122.45,37.78,48,1013,194,464,205,32011,1
-122.45,37.78,52,2033,438,2198,418,36667,1
-122.44,37.78,16,883,236,601,219,21510,0
-122.43,37.78,49,2246,587,1277,546,29792,1
-122.44,37.78,52,3017,851,1588,800,33882,1
-122.44,37.78,52,2747,736,1309,653,29430,1
-122.44,37.78,52,1118,279,514,284,24196,1
-122.44,37.78,31,1364,386,707,379,31607,1
-122.43,37.78,26,3587,1034,1821,936,26392,1
-122.43,37.78,2,1205,468,577,363,36437,1
-122.42,37.78,19,4065,1645,2079,1470,31462,0
-122.42,37.78,17,1257,339,1093,384,18438,0
-122.43,37.78,17,2728,908,1670,893,10770,0
-122.43,37.78,24,2037,696,1371,585,9355,0
-122.42,37.78,52,989,425,634,341,24414,1
-122.42,37.78,52,1254,469,895,456,21516,0
-122.43,37.78,29,1310,364,1009,379,13844,0
-122.43,37.78,52,1952,628,1284,576,21050,1
-122.43,37.78,52,4014,1069,2070,927,28202,1
-122.43,37.77,52,3944,1072,1913,973,29567,1
-122.44,37.78,52,2911,753,1696,676,25721,1
-122.44,37.77,52,2705,647,1355,628,20161,1
-122.45,37.77,52,2339,548,1090,507,33679,1
-122.45,37.77,52,3188,708,1526,664,33068,1
-122.45,37.77,52,1722,465,885,437,30906,1
-122.44,37.77,52,3475,807,1518,777,36186,1
-122.45,37.77,52,2296,509,1039,472,41417,1
-122.45,37.77,52,2191,627,1100,585,30409,1
-122.45,37.77,52,2645,626,1275,553,33500,1
-122.43,37.77,52,3563,832,1712,787,33702,1
-122.43,37.77,52,1760,366,742,318,44450,1
-122.44,37.77,52,2002,520,939,501,32239,1
-122.44,37.77,52,2994,736,1428,700,30766,1
-122.42,37.77,52,1086,349,589,361,25186,1
-122.42,37.77,52,1925,568,867,515,28790,1
-122.43,37.77,52,1567,482,654,425,26914,1
-122.43,37.77,52,2514,729,1428,597,23977,1
-122.43,37.77,52,2416,620,1188,591,23887,1
-122.43,37.77,52,1862,472,872,471,32981,1
-122.43,37.77,52,4397,1116,1939,1053,27587,1
-122.43,37.77,52,2685,629,1170,614,36894,1
-122.44,37.77,52,2537,559,849,530,51788,1
-122.44,37.77,52,5604,1268,2023,1196,44085,1
-122.44,37.76,38,2202,452,833,435,68939,1
-122.44,37.77,52,3225,667,1494,619,44875,1
-122.44,37.77,52,3505,745,1374,714,43667,1
-122.45,37.76,50,2518,507,979,516,46912,1
-122.45,37.76,52,1457,292,621,315,46477,1
-122.45,37.77,52,3095,682,1269,639,35750,1
-122.45,37.77,52,3939,852,1737,797,45052,1
-122.41,37.78,52,1928,836,2124,739,11185,0
-122.41,37.78,52,1534,763,1520,614,14554,1
-122.41,37.78,52,254,72,153,29,38625,1
-122.41,37.77,52,361,76,168,55,32292,1
-122.41,37.77,52,1963,565,1628,524,26083,0
-122.4,37.78,32,352,132,313,105,25742,1
-122.41,37.77,52,849,276,582,222,34671,1
-122.41,37.78,52,1014,422,1055,382,18519,0
-122.39,37.78,3,3464,1179,1441,919,47105,1
-122.39,37.78,5,1405,515,725,392,36037,0
-122.39,37.79,52,94,24,113,27,46563,1
-122.37,37.81,26,5416,1045,4531,962,27909,1
-122.4,37.78,52,464,202,286,148,16125,0
-122.4,37.77,52,144,63,1061,68,43958,1
-122.42,37.77,52,759,323,421,255,20548,0
-122.42,37.77,52,1176,493,1136,436,13750,1
-122.42,37.76,37,1291,588,1846,557,13365,1
-122.42,37.77,52,2185,656,1266,626,27794,1
-122.42,37.77,52,4226,1315,2619,1242,25755,1
-122.42,37.76,52,3587,1030,2259,979,25403,1
-122.43,37.77,52,2714,779,1438,733,36031,1
-122.43,37.76,52,1582,353,868,329,38261,1
-122.43,37.76,52,2250,566,1051,562,28458,1
-122.44,37.76,52,2959,683,1145,666,42222,1
-122.44,37.76,30,5089,1210,1935,1139,46053,1
-122.44,37.75,28,4930,1381,2232,1321,43232,1
-122.44,37.76,35,1581,422,580,388,40500,1
-122.44,37.76,50,2589,569,945,544,52519,1
-122.45,37.76,51,2564,457,810,442,56235,1
-122.44,37.76,52,1968,472,784,430,33702,1
-122.44,37.76,52,2110,454,816,438,39079,1
-122.44,37.76,52,2509,496,855,478,50731,1
-122.43,37.76,52,3771,1017,1575,921,35655,1
-122.43,37.76,52,2242,459,751,464,47500,1
-122.43,37.76,52,2356,501,909,481,42569,1
-122.43,37.76,52,3708,849,1531,822,33565,1
-122.42,37.76,52,4407,1192,2280,1076,33937,1
-122.42,37.76,52,4001,1084,2129,1037,35052,1
-122.42,37.76,52,2088,487,1082,488,26803,1
-122.42,37.76,52,1190,400,1270,332,20329,1
-122.42,37.76,52,2038,629,2007,596,25701,1
-122.42,37.76,52,1494,610,1630,590,16500,1
-122.42,37.76,46,2150,817,2075,807,13824,1
-122.42,37.75,52,1855,611,1715,614,21289,1
-122.42,37.75,52,1207,302,1008,269,33816,1
-122.42,37.75,52,801,272,639,259,21971,1
-122.42,37.75,52,1609,510,1155,439,22328,1
-122.42,37.75,52,1974,525,935,465,27173,1
-122.42,37.75,52,2112,528,1227,513,35536,1
-122.42,37.75,52,2708,762,1460,741,29052,1
-122.42,37.75,52,1564,396,1162,374,30000,1
-122.43,37.75,52,2700,595,1181,575,35750,1
-122.43,37.75,52,1970,495,871,474,40625,1
-122.43,37.75,52,2459,507,1012,475,40568,1
-122.43,37.76,52,2332,434,861,406,44318,1
-122.43,37.75,52,2285,509,839,456,47946,1
-122.44,37.75,52,3114,637,1144,591,40000,1
-122.44,37.75,52,2082,425,801,411,42708,1
-122.43,37.75,52,2721,581,1043,519,37545,1
-122.44,37.75,46,1519,291,573,289,42667,1
-122.44,37.75,52,1573,334,725,338,50505,1
-122.43,37.75,52,1615,393,633,378,35114,1
-122.43,37.75,52,3521,767,1415,687,48750,1
-122.43,37.75,52,2960,623,1191,589,39500,1
-122.42,37.75,52,2164,533,1122,469,32632,1
-122.42,37.74,52,2713,624,1370,594,46547,1
-122.42,37.74,52,1786,427,856,394,30833,1
-122.43,37.74,52,2229,498,1079,472,50196,1
-122.43,37.75,52,2155,468,962,490,37750,1
-122.43,37.75,40,4850,977,1824,952,50519,1
-122.44,37.75,21,5457,1247,2304,1180,45469,1
-122.44,37.74,23,6291,1269,2818,1198,42672,1
-122.44,37.74,52,2074,366,909,394,48382,1
-122.44,37.74,23,184,44,118,40,45375,1
-122.43,37.74,52,3328,653,1260,614,47437,1
-122.43,37.74,52,2637,539,1159,497,38846,1
-122.43,37.74,52,1514,314,724,301,53292,1
-122.43,37.73,52,1142,224,494,206,50602,1
-122.43,37.73,52,1029,205,461,212,50782,1
-122.38,37.76,52,248,68,124,51,14886,1
-122.39,37.76,52,624,170,410,148,40042,1
-122.39,37.76,52,157,28,88,27,36750,0
-122.39,37.76,52,1877,427,712,398,39722,1
-122.39,37.76,52,2316,468,1047,476,45057,1
-122.39,37.76,52,3390,691,1645,596,37051,1
-122.4,37.75,44,6848,1584,3269,1383,28679,1
-122.4,37.76,52,4265,912,1555,836,41190,1
-122.4,37.76,52,1495,311,506,275,44375,1
-122.4,37.76,52,1185,246,480,253,44074,1
-122.41,37.76,52,1427,281,620,236,19944,1
-122.4,37.76,52,1529,385,1347,348,29312,1
-122.41,37.76,52,3452,784,2987,753,28135,1
-122.41,37.76,52,2064,496,1726,466,34028,1
-122.41,37.76,52,492,139,316,168,30865,1
-122.41,37.76,52,351,81,308,75,26667,1
-122.41,37.76,52,2479,515,1816,496,30774,1
-122.41,37.76,52,2605,678,2071,611,32964,1
-122.4,37.75,52,1182,307,1029,306,20577,1
-122.41,37.75,52,1057,276,837,292,24531,1
-122.41,37.75,52,1919,404,1483,421,34063,1
-122.41,37.75,52,1892,415,1442,371,42891,1
-122.41,37.75,52,1678,386,1220,357,25809,1
-122.41,37.75,52,2164,606,2034,513,20325,0
-122.41,37.75,52,2452,623,1932,549,23903,1
-122.41,37.75,9,1282,334,1176,305,26538,1
-122.39,37.74,42,4110,846,2147,674,25694,1
-122.39,37.73,43,4864,972,3134,959,43393,1
-122.4,37.73,45,3490,712,2337,781,34472,1
-122.4,37.74,45,2462,509,1587,450,25900,1
-122.38,37.73,18,4037,990,2722,834,14282,0
-122.38,37.73,15,6804,1664,4737,1581,14133,1
-122.39,37.74,45,1462,308,924,302,21767,0
-122.38,37.73,20,120,27,55,19,26250,0
-122.38,37.73,40,543,,259,89,22167,0
-122.38,37.73,38,1388,276,871,265,21667,0
-122.39,37.73,46,1517,299,879,309,22222,0
-122.39,37.73,52,1931,329,1025,293,29063,0
-122.39,37.73,52,1070,224,567,207,28603,0
-122.4,37.73,48,1489,326,1115,356,26364,0
-122.39,37.72,28,1609,340,1064,290,11125,1
-122.39,37.72,45,2893,570,1923,535,36607,0
-122.39,37.72,52,135,34,93,26,21484,0
-122.41,37.75,52,3065,622,1405,606,37813,1
-122.41,37.74,38,1754,382,928,354,41417,1
-122.41,37.74,34,1403,262,839,255,47031,1
-122.41,37.75,52,2524,559,1430,476,34073,1
-122.41,37.75,52,2515,576,1209,540,35912,1
-122.41,37.74,48,409,86,148,70,36687,1
-122.41,37.74,52,831,175,415,159,19464,1
-122.41,37.74,52,1842,339,1032,357,55563,1
-122.42,37.74,52,2019,418,999,448,42212,1
-122.42,37.74,52,1916,432,889,424,40391,1
-122.42,37.74,52,1674,346,734,335,38864,1
-122.42,37.74,52,1271,353,1076,324,29911,1
-122.42,37.75,52,2163,607,1447,546,33555,1
-122.41,37.74,43,1663,330,935,335,41552,1
-122.41,37.74,47,1728,398,1178,315,32813,1
-122.41,37.74,52,2058,399,1208,399,36429,1
-122.42,37.73,50,3426,769,2261,671,28880,1
-122.42,37.74,52,1651,351,973,366,34583,1
-122.42,37.74,52,2084,550,1438,516,23087,1
-122.42,37.74,52,1540,370,1136,363,43125,1
-122.42,37.73,52,3230,654,1765,611,33333,1
-122.43,37.73,52,1583,347,935,341,46786,1
-122.43,37.73,49,1435,322,1008,329,40000,1
-122.43,37.73,52,1386,276,729,274,36694,1
-122.43,37.72,48,1289,280,782,235,36719,1
-122.44,37.72,52,1775,347,1102,367,43125,1
-122.44,37.73,52,2381,492,1485,447,43898,1
-122.44,37.73,52,866,205,587,171,50224,1
-122.42,37.73,46,1819,411,1534,406,40132,1
-122.42,37.73,35,1871,342,1055,310,46250,1
-122.42,37.73,35,1791,322,988,304,45769,1
-122.43,37.73,52,1985,401,1337,424,41071,1
-122.41,37.73,42,2604,573,1703,507,34231,1
-122.4,37.73,50,1947,411,1170,384,34769,1
-122.4,37.73,42,1413,406,1027,362,23625,1
-122.41,37.73,52,1931,358,1092,356,37835,1
-122.41,37.73,41,2115,378,1168,365,40642,1
-122.42,37.73,48,1474,308,998,330,40781,1
-122.4,37.72,47,1465,306,1119,315,42672,1
-122.4,37.72,37,971,248,647,208,21187,1
-122.41,37.73,33,2789,567,1682,552,38643,1
-122.41,37.72,35,2104,434,1225,410,48214,1
-122.41,37.72,32,1650,316,904,295,40583,1
-122.42,37.72,37,2638,546,1789,521,40071,1
-122.43,37.72,50,2912,562,1989,537,36667,1
